name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),price_range,price_range_sort
Mani's Dum Biryani,Yes,No,4.0,897,Bellandur,Casual Dining,"Biryani, Kebab",750.0,Delivery,HSR,Premium (₹601-1000),3
99 Variety Dosa and Pav Bhaji,Yes,No,4.0,101,HSR,Quick Bites,"South Indian, North Indian, Street Food",250.0,Delivery,HSR,Budget (₹0-300),1
Kia's Kitchen,Yes,No,3.5,12,HSR,Delivery,"North Indian, Chinese",600.0,Delivery,HSR,Mid Range (₹301-600),2
Tea Villa Cafe,Yes,Yes,4.2,859,HSR,"Cafe, Casual Dining","Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages",800.0,Delivery,HSR,Premium (₹601-1000),3
Nagas,Yes,No,2.9,7,HSR,Quick Bites,"Andhra, Hyderabadi, North Indian",300.0,Delivery,HSR,Budget (₹0-300),1
The Mylapore Cafe,Yes,No,4.1,119,HSR,Quick Bites,"South Indian, Kerala",200.0,Delivery,HSR,Budget (₹0-300),1
Just Shawarma,Yes,No,3.9,78,HSR,Quick Bites,Arabian,300.0,Delivery,HSR,Budget (₹0-300),1
Zero Mile Punjab,Yes,Yes,4.1,1339,HSR,Casual Dining,"North Indian, Mughlai",800.0,Delivery,HSR,Premium (₹601-1000),3
Cake Town Cafe,Yes,No,3.9,75,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts",500.0,Delivery,HSR,Mid Range (₹301-600),2
La Casa Brewery And Kitchen,Yes,Yes,4.4,1401,Sarjapur Road,"Microbrewery, Casual Dining","Finger Food, Continental, Seafood",1500.0,Delivery,HSR,Luxury (₹1000+),4
Lucknowi Dabba,Yes,No,3.7,21,Koramangala 1st Block,Delivery,"Mughlai, Chinese, North Indian",300.0,Delivery,HSR,Budget (₹0-300),1
Chai World,Yes,No,3.5,18,Sarjapur Road,Quick Bites,"Tea, Beverages, Sandwich, Fast Food",300.0,Delivery,HSR,Budget (₹0-300),1
Poha On Wheels,Yes,No,3.5,9,Sarjapur Road,Quick Bites,Fast Food,100.0,Delivery,HSR,Budget (₹0-300),1
Hoot,Yes,Yes,4.2,7221,Sarjapur Road,"Microbrewery, Pub","Continental, Italian, North Indian",1400.0,Delivery,HSR,Luxury (₹1000+),4
Bihar Ki Shan,Yes,No,3.8,347,HSR,Quick Bites,North Indian,300.0,Delivery,HSR,Budget (₹0-300),1
Stoner,Yes,No,4.3,561,Sarjapur Road,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,Delivery,HSR,Mid Range (₹301-600),2
Nandhanam Restaurant,Yes,No,3.7,7,HSR,Quick Bites,"South Indian, Kerala",300.0,Delivery,HSR,Budget (₹0-300),1
DS Juice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Grill,Yes,No,3.2,67,HSR,Quick Bites,"Fast Food, Juices, Chinese",200.0,Delivery,HSR,Budget (₹0-300),1
CakeBox,Yes,No,3.5,18,HSR,Bakery,"Bakery, Desserts",400.0,Delivery,HSR,Mid Range (₹301-600),2
The Tandoori Chai,Yes,No,3.9,60,HSR,Quick Bites,"North Indian, Fast Food, Street Food, Beverages",400.0,Delivery,HSR,Mid Range (₹301-600),2
Juiced Burger,Yes,No,3.5,5,South Bangalore,Delivery,Burger,750.0,Delivery,HSR,Premium (₹601-1000),3
Al Khansah,Yes,No,3.9,372,Bellandur,Casual Dining,"Biryani, Mughlai, Chinese, North Indian, Kebab",550.0,Delivery,HSR,Mid Range (₹301-600),2
Hotel Salam,Yes,No,4.1,128,HSR,Quick Bites,"North Indian, Chinese, Biryani",400.0,Delivery,HSR,Mid Range (₹301-600),2
Kachori Kafe,Yes,No,3.1,570,HSR,Quick Bites,"Street Food, Mithai, Desserts, North Indian",300.0,Delivery,HSR,Budget (₹0-300),1
Hotel Junior Kuppanna,Yes,No,3.1,266,HSR,Casual Dining,"Chettinad, South Indian",550.0,Delivery,HSR,Mid Range (₹301-600),2
The Fisherman's Wharf,Yes,Yes,4.4,4108,Sarjapur Road,"Casual Dining, Bar","Seafood, Goan, North Indian, Continental, Asian",1400.0,Delivery,HSR,Luxury (₹1000+),4
Udupi Ruchi,Yes,No,3.8,241,Bellandur,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,HSR,Budget (₹0-300),1
New Mangalore Lunch Home,Yes,No,3.7,36,Koramangala 1st Block,Quick Bites,"Mangalorean, Chinese, North Indian",300.0,Delivery,HSR,Budget (₹0-300),1
Mughal Treat,Yes,No,4.0,434,HSR,Casual Dining,"North Indian, Chinese, Mughlai",600.0,Delivery,HSR,Mid Range (₹301-600),2
Thanco's Natural Ice Cream,Yes,No,3.9,100,HSR,Dessert Parlor,"Ice Cream, Desserts",450.0,Delivery,HSR,Mid Range (₹301-600),2
Shanghai Bistro,Yes,No,4.1,248,Sarjapur Road,Casual Dining,"Chinese, Thai, Vietnamese",800.0,Delivery,HSR,Premium (₹601-1000),3
Andhra Vilaas,Yes,No,3.7,52,Sarjapur Road,Quick Bites,"Andhra, North Indian, Biryani",350.0,Delivery,HSR,Mid Range (₹301-600),2
Lassi Shack,Yes,No,3.7,35,Sarjapur Road,"Beverage Shop, Dessert Parlor","Beverages, Ice Cream",200.0,Delivery,HSR,Budget (₹0-300),1
Szechuan Dragon,Yes,No,3.9,181,HSR,Delivery,"Chinese, Thai, Momos",600.0,Delivery,HSR,Mid Range (₹301-600),2
Desi Flavours,Yes,No,3.9,121,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",400.0,Delivery,HSR,Mid Range (₹301-600),2
Waffle Talesz,Yes,No,3.7,25,Sarjapur Road,Dessert Parlor,Desserts,200.0,Delivery,HSR,Budget (₹0-300),1
Suryawanshi,Yes,Yes,4.5,125,Sarjapur Road,Casual Dining,"Maharashtrian, Seafood",700.0,Delivery,HSR,Premium (₹601-1000),3
Kanti Sweets,Yes,No,4.0,154,Bellandur,Sweet Shop,"Mithai, Street Food",400.0,Delivery,HSR,Mid Range (₹301-600),2
Hotel Manu,Yes,No,3.9,340,HSR,Quick Bites,"South Indian, Kerala, Chinese, North Indian",400.0,Delivery,HSR,Mid Range (₹301-600),2
Daniyal's,Yes,No,3.6,6,Sarjapur Road,"Takeaway, Delivery","North Indian, Biryani, Mughlai, Kebab",800.0,Delivery,HSR,Premium (₹601-1000),3
The Irish House,Yes,No,4.2,807,Bellandur,"Casual Dining, Pub","European, American",1700.0,Delivery,HSR,Luxury (₹1000+),4
Delhite Food,Yes,No,3.5,6,Bellandur,Quick Bites,North Indian,300.0,Delivery,HSR,Budget (₹0-300),1
OPUS Club,No,Yes,4.5,1506,Sarjapur Road,Pub,"Continental, Italian, North Indian, Mexican",1900.0,Delivery,HSR,Luxury (₹1000+),4
Happy Endings,Yes,No,4.3,492,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts, Italian",500.0,Delivery,HSR,Mid Range (₹301-600),2
Sri Dalma,Yes,No,3.8,77,HSR,Quick Bites,"Oriya, Bengali",350.0,Delivery,HSR,Mid Range (₹301-600),2
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.3,324,HSR,Dessert Parlor,"Ice Cream, Desserts",180.0,Delivery,HSR,Budget (₹0-300),1
EggFactor - Street House,Yes,No,4.1,61,HSR,Kiosk,Fast Food,200.0,Delivery,HSR,Budget (₹0-300),1
Nasi And Mee,Yes,Yes,4.4,2389,Koramangala 4th Block,Casual Dining,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",1000.0,Delivery,HSR,Premium (₹601-1000),3
Shree Saraswathi Sweets Centre,Yes,No,3.6,18,Koramangala 1st Block,Sweet Shop,"Mithai, Street Food",100.0,Delivery,HSR,Budget (₹0-300),1
Appam & Curry,Yes,No,3.8,18,Koramangala 1st Block,Quick Bites,"Kerala, South Indian",200.0,Delivery,HSR,Budget (₹0-300),1
154 Breakfast Club,Yes,Yes,4.0,1510,Koramangala 3rd Block,Cafe,"Cafe, Continental",900.0,Delivery,HSR,Premium (₹601-1000),3
Juice Junction,Yes,No,3.7,17,HSR,Beverage Shop,"Juices, Fast Food",200.0,Delivery,HSR,Budget (₹0-300),1
Egg Star,Yes,No,3.6,19,HSR,Delivery,"Healthy Food, Sandwich",300.0,Delivery,HSR,Budget (₹0-300),1
D Fusion,Yes,No,3.5,9,Bommanahalli,Quick Bites,"Fast Food, Chinese",400.0,Delivery,HSR,Mid Range (₹301-600),2
Tharavadu,Yes,No,3.8,83,HSR,Quick Bites,"Chinese, North Indian, Kerala",400.0,Delivery,HSR,Mid Range (₹301-600),2
nu.tree,Yes,No,4.4,280,Sarjapur Road,Delivery,"North Indian, Healthy Food, Beverages",400.0,Delivery,HSR,Mid Range (₹301-600),2
Corner House Ice Cream,Yes,No,4.5,206,HSR,Dessert Parlor,"Ice Cream, Desserts",400.0,Delivery,HSR,Mid Range (₹301-600),2
Savoury - Sea Shell Restaurant,Yes,No,3.9,467,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",550.0,Delivery,HSR,Mid Range (₹301-600),2
New Udupi Grand,Yes,No,3.7,36,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250.0,Delivery,HSR,Budget (₹0-300),1
Shree Muthahalli Veg,Yes,No,4.1,841,HSR,Quick Bites,"South Indian, North Indian, Chinese, Juices, Ice Cream",300.0,Delivery,HSR,Budget (₹0-300),1
Biriyani Zone,Yes,No,3.9,668,HSR,Casual Dining,"Biryani, North Indian, Chinese, Seafood",800.0,Delivery,HSR,Premium (₹601-1000),3
Pepperwood 2,Yes,No,3.1,36,Sarjapur Road,Quick Bites,"Biryani, Rolls",300.0,Delivery,HSR,Budget (₹0-300),1
Mandya Gowdru Donne Biriyani,Yes,No,3.9,281,HSR,Quick Bites,"Biryani, South Indian",350.0,Delivery,HSR,Mid Range (₹301-600),2
Davanagere Benne Dose,Yes,No,3.9,106,HSR,Quick Bites,South Indian,150.0,Delivery,HSR,Budget (₹0-300),1
Dakshin Flavors,Yes,No,3.0,206,HSR,Casual Dining,"South Indian, North Indian",600.0,Delivery,HSR,Mid Range (₹301-600),2
AKSHAYA BIRYANI,Yes,No,3.6,20,Sarjapur Road,Quick Bites,"Biryani, North Indian",300.0,Delivery,HSR,Budget (₹0-300),1
Sintales,Yes,No,3.6,44,Sarjapur Road,Cafe,"Cafe, Continental, Pizza, Burger, Beverages",600.0,Delivery,HSR,Mid Range (₹301-600),2
Cupcake Bliss,Yes,No,3.3,5,HSR,Delivery,Bakery,250.0,Delivery,HSR,Budget (₹0-300),1
Rang De Basanthi,Yes,No,3.7,434,Koramangala 4th Block,Quick Bites,"North Indian, South Indian, Chinese",400.0,Delivery,HSR,Mid Range (₹301-600),2
Cafe Terra,Yes,No,4.1,778,Koramangala 1st Block,Cafe,"Cafe, Continental",700.0,Delivery,HSR,Premium (₹601-1000),3
Kanua,Yes,Yes,4.4,893,Sarjapur Road,Casual Dining,"Konkan, Mangalorean, Seafood",1400.0,Delivery,HSR,Luxury (₹1000+),4
Dhaba Shaba,Yes,No,3.2,61,Sarjapur Road,Quick Bites,"North Indian, Fast Food",250.0,Delivery,HSR,Budget (₹0-300),1
Ice N Fries Cafe,Yes,No,3.8,44,Sarjapur Road,Quick Bites,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",200.0,Delivery,HSR,Budget (₹0-300),1
Occasions,Yes,No,4.3,189,Koramangala 4th Block,Bakery,"Bakery, Desserts",400.0,Delivery,HSR,Mid Range (₹301-600),2
Tawa Ghar Ka,Yes,No,3.8,331,HSR,Quick Bites,North Indian,350.0,Delivery,HSR,Mid Range (₹301-600),2
Sardarji Ka Dhaba,Yes,No,4.0,754,Hosur Road,Quick Bites,North Indian,250.0,Delivery,HSR,Budget (₹0-300),1
Tapout Tavern,Yes,Yes,4.1,326,Sarjapur Road,"Casual Dining, Pub","American, Asian, Continental, North Indian, South Indian, Chinese",1200.0,Delivery,HSR,Luxury (₹1000+),4
Zeeshan,Yes,No,2.6,156,Sarjapur Road,Casual Dining,"North Indian, Kebab, Biryani, Rolls",700.0,Delivery,HSR,Premium (₹601-1000),3
Ruh,Yes,Yes,4.1,3030,Bellandur,Casual Dining,"North Indian, Mughlai, Mediterranean, Iranian",1000.0,Delivery,HSR,Premium (₹601-1000),3
As On Fire,Yes,No,3.8,174,HSR,Quick Bites,"Pizza, Fast Food, BBQ",400.0,Delivery,HSR,Mid Range (₹301-600),2
Sri Krishna Kitchen,Yes,No,3.6,23,Bellandur,Quick Bites,"North Indian, Chinese",350.0,Delivery,HSR,Mid Range (₹301-600),2
Makers of Milkshakes,Yes,No,3.9,39,HSR,Beverage Shop,Beverages,300.0,Delivery,HSR,Budget (₹0-300),1
Hotel Tanish,Yes,No,3.7,15,HSR,Quick Bites,South Indian,250.0,Delivery,HSR,Budget (₹0-300),1
Rock View Family Restaurant,Yes,No,3.3,8,HSR,Casual Dining,"North Indian, Chinese",700.0,Delivery,HSR,Premium (₹601-1000),3
OMY Grill,Yes,No,3.8,34,HSR,Quick Bites,"Biryani, Rolls, Fast Food",300.0,Delivery,HSR,Budget (₹0-300),1
Freshies Gourmet Salads,Yes,No,3.7,17,HSR,"Takeaway, Delivery","Salad, Healthy Food",350.0,Delivery,HSR,Mid Range (₹301-600),2
Dinemaster Gogo's,Yes,No,3.4,5,Hosur Road,Quick Bites,"Chinese, Rolls, Beverages",300.0,Delivery,HSR,Budget (₹0-300),1
Smally's Resto Cafe,Yes,No,4.0,128,HSR,Cafe,"Cafe, Italian, Burger, American, Steak",650.0,Delivery,HSR,Premium (₹601-1000),3
Kawaii,Yes,No,3.8,140,HSR,Dessert Parlor,"Desserts, Ice Cream",500.0,Delivery,HSR,Mid Range (₹301-600),2
Amour Fine Patisserie,Yes,Yes,4.0,82,HSR,"Cafe, Dessert Parlor","Cafe, Desserts, Continental",500.0,Delivery,HSR,Mid Range (₹301-600),2
Kitchen On Table,Yes,No,4.3,790,HSR,Casual Dining,"BBQ, Chinese, Japanese, Asian",1000.0,Delivery,HSR,Premium (₹601-1000),3
Khai Khai,Yes,No,3.9,50,HSR,Quick Bites,Bengali,450.0,Delivery,HSR,Mid Range (₹301-600),2
Shake It Off,Yes,No,4.0,60,Bellandur,Beverage Shop,"Beverages, Fast Food",600.0,Delivery,HSR,Mid Range (₹301-600),2
Yummy Tummy,Yes,No,3.0,111,Bellandur,Quick Bites,"Rolls, North Indian, Chinese, Biryani",400.0,Delivery,HSR,Mid Range (₹301-600),2
Cafe Thulp,Yes,Yes,4.0,344,Bellandur,Cafe,"Cafe, Burger, Italian, Salad",1000.0,Delivery,HSR,Premium (₹601-1000),3
NutBerry,Yes,No,3.7,34,HSR,"Dessert Parlor, Beverage Shop","Beverages, Desserts, Fast Food",150.0,Delivery,HSR,Budget (₹0-300),1
Third Wave Coffee Roasters,Yes,No,4.2,140,HSR,Cafe,"Cafe, Continental",800.0,Delivery,HSR,Premium (₹601-1000),3
Kumarakom,Yes,Yes,3.8,1166,HSR,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese",600.0,Delivery,HSR,Mid Range (₹301-600),2
Parika Multicuisine & Coastal Fine Dine,Yes,Yes,3.9,601,HSR,Casual Dining,"Mangalorean, Seafood, North Indian, Chinese",1000.0,Delivery,HSR,Premium (₹601-1000),3
Koshe Kosha,Yes,No,4.0,572,Koramangala 1st Block,Casual Dining,"Bengali, Seafood",600.0,Delivery,HSR,Mid Range (₹301-600),2
Ghar Ka Khana,Yes,No,3.7,95,Koramangala 1st Block,Quick Bites,North Indian,150.0,Delivery,HSR,Budget (₹0-300),1
ReFresh Juice Junction,Yes,No,4.1,57,Koramangala 1st Block,"Beverage Shop, Quick Bites","Juices, Fast Food",200.0,Delivery,HSR,Budget (₹0-300),1
Hotel Dine City,Yes,No,3.5,83,HSR,Casual Dining,"North Indian, South Indian, Chinese, Arabian",800.0,Delivery,HSR,Premium (₹601-1000),3
Foodiesthan,Yes,No,3.7,59,HSR,Cafe,"Cafe, Fast Food, North Indian",600.0,Delivery,HSR,Mid Range (₹301-600),2
Agarwal Food Service,Yes,No,3.5,16,HSR,Delivery,"North Indian, Chinese, Biryani",400.0,Delivery,HSR,Mid Range (₹301-600),2
Khichadiwala,Yes,No,3.9,15,HSR,"Takeaway, Delivery",North Indian,400.0,Delivery,HSR,Mid Range (₹301-600),2
Bharat Kitchen,Yes,No,3.7,21,Koramangala 1st Block,Quick Bites,"Bengali, Chinese, Continental, Mughlai, North Indian, Oriya",300.0,Delivery,HSR,Budget (₹0-300),1
Sarvam,Yes,No,3.6,121,HSR,Casual Dining,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",550.0,Delivery,HSR,Mid Range (₹301-600),2
New Prashanth Hotel,Yes,No,3.1,53,HSR,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750.0,Delivery,HSR,Premium (₹601-1000),3
Kwality Cakes N Bakes,Yes,No,3.7,93,HSR,Bakery,"Bakery, Desserts",350.0,Delivery,HSR,Mid Range (₹301-600),2
Andhra Bhojanam,Yes,No,3.6,51,Bellandur,Delivery,Andhra,400.0,Delivery,HSR,Mid Range (₹301-600),2
Kalpanar Rannaghar,No,No,3.4,8,Ejipura,Delivery,"North Indian, Bengali, Chinese",250.0,Delivery,HSR,Budget (₹0-300),1
Imperio Cafe,No,No,3.9,22,Whitefield,Quick Bites,"Cafe, Fast Food, Pizza, Burger, Beverages",200.0,Delivery,HSR,Budget (₹0-300),1
NMR Multicuisine Restaurant,Yes,No,3.6,9,Electronic City,Casual Dining,"North Indian, Chinese, Arabian, Juices",550.0,Delivery,HSR,Mid Range (₹301-600),2
Samrudhi,No,No,2.9,18,Electronic City,Casual Dining,"Andhra, Chinese, North Indian",450.0,Delivery,HSR,Mid Range (₹301-600),2
Jiyo Natural,No,No,3.6,14,South Bangalore,Delivery,"Healthy Food, North Indian",300.0,Delivery,HSR,Budget (₹0-300),1
Delhi Home Food,No,No,3.3,5,Koramangala 1st Block,Quick Bites,"North Indian, South Indian",200.0,Delivery,HSR,Budget (₹0-300),1
Big Bowl Theory,No,No,3.1,27,Koramangala,Delivery,Continental,400.0,Delivery,HSR,Mid Range (₹301-600),2
FoodandSnack.com,No,No,3.3,8,Bommanahalli,Delivery,"South Indian, North Indian",500.0,Delivery,HSR,Mid Range (₹301-600),2
Eat N Drink,No,No,3.8,32,Bommanahalli,Quick Bites,Fast Food,250.0,Delivery,HSR,Budget (₹0-300),1
Burger Crush,No,No,3.2,4,Sarjapur Road,Delivery,Fast Food,500.0,Delivery,HSR,Mid Range (₹301-600),2
Hotel Thazooq,No,No,3.3,6,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",350.0,Delivery,HSR,Mid Range (₹301-600),2
Naani'z Biryani,No,No,3.3,6,Koramangala 1st Block,Quick Bites,Biryani,300.0,Delivery,HSR,Budget (₹0-300),1
Prakruthi Restaurant,No,No,3.2,4,Bommanahalli,Quick Bites,"Andhra, North Indian",400.0,Delivery,HSR,Mid Range (₹301-600),2
Foodys Adda,No,No,3.2,4,Bommanahalli,Quick Bites,Fast Food,300.0,Delivery,HSR,Budget (₹0-300),1
Spicy Hub,No,No,3.0,26,Bellandur,Quick Bites,North Indian,400.0,Delivery,HSR,Mid Range (₹301-600),2
Chillax,No,No,3.3,4,Bommanahalli,Quick Bites,"Fast Food, Beverages",300.0,Delivery,HSR,Budget (₹0-300),1
New Ambur Dum Biryani,No,No,3.2,7,Koramangala 1st Block,Quick Bites,"Biryani, Kebab",200.0,Delivery,HSR,Budget (₹0-300),1
Biryani House,No,No,3.2,8,Rammurthy Nagar,"Takeaway, Delivery","Biryani, South Indian",150.0,Delivery,HSR,Budget (₹0-300),1
Spice Resto,No,No,3.3,5,Bommanahalli,Quick Bites,"Kerala, North Indian, Chinese",400.0,Delivery,HSR,Mid Range (₹301-600),2
Aaharam,No,No,4.0,65,Koramangala 1st Block,Quick Bites,"Chinese, North Indian",350.0,Delivery,HSR,Mid Range (₹301-600),2
Homfrez.com,No,No,3.4,8,Koramangala 1st Block,Delivery,"Biryani, Chettinad, Kerala, Maharashtrian, North Indian",400.0,Delivery,HSR,Mid Range (₹301-600),2
The Alphaa,Yes,No,3.8,273,Bommanahalli,Casual Dining,"Andhra, North Indian, Chinese, Biryani, Seafood",550.0,Delivery,HSR,Mid Range (₹301-600),2
UBCR Cafe & Resto,No,No,3.6,17,HSR,Cafe,"Cafe, Burger, Continental, Chinese",500.0,Delivery,HSR,Mid Range (₹301-600),2
Hatti Punjab Di,Yes,No,3.9,226,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Chinese",250.0,Delivery,HSR,Budget (₹0-300),1
Kerala Mess,Yes,No,3.4,19,Koramangala 1st Block,Quick Bites,Kerala,200.0,Delivery,HSR,Budget (₹0-300),1
Chaat Express,Yes,No,3.5,14,HSR,Quick Bites,"Fast Food, North Indian",200.0,Delivery,HSR,Budget (₹0-300),1
Samosa Singh,Yes,No,4.0,326,HSR,Delivery,"Street Food, Fast Food, Rolls, Desserts",200.0,Delivery,HSR,Budget (₹0-300),1
TRUE BLEU RESTO CAFE,Yes,No,4.2,70,HSR,Quick Bites,"Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",400.0,Delivery,HSR,Mid Range (₹301-600),2
Meeraa's Beegara Oota,Yes,No,3.8,258,HSR,Casual Dining,"South Indian, Biryani, Chinese",550.0,Delivery,HSR,Mid Range (₹301-600),2
Amrutha Grand Restaurant,Yes,No,3.2,204,Sarjapur Road,Casual Dining,"North Indian, Biryani, Chinese",500.0,Delivery,HSR,Mid Range (₹301-600),2
Sweet Chariot,Yes,No,3.6,27,Koramangala 1st Block,Bakery,"Bakery, Fast Food",500.0,Delivery,HSR,Mid Range (₹301-600),2
Northam's Pizza.Pita,Yes,No,4.1,671,HSR,Quick Bites,"Italian, Pizza",450.0,Delivery,HSR,Mid Range (₹301-600),2
Helloo Delhi,Yes,Yes,3.9,880,HSR,Casual Dining,North Indian,1000.0,Delivery,HSR,Premium (₹601-1000),3
Nanda's,Yes,No,3.3,213,Sarjapur Road,Casual Dining,"North Indian, Chinese, Andhra",600.0,Delivery,HSR,Mid Range (₹301-600),2
Little Kitchen,Yes,No,3.6,82,Koramangala 1st Block,Quick Bites,"Salad, Biryani, Chinese, North Indian, Kerala, Desserts, Seafood, South Indian",400.0,Delivery,HSR,Mid Range (₹301-600),2
Subway,Yes,No,3.9,93,Sarjapur Road,Quick Bites,"Salad, Fast Food",600.0,Delivery,HSR,Mid Range (₹301-600),2
Poorvika Restro Cafe,Yes,No,3.7,76,HSR,Casual Dining,"Chinese, North Indian",700.0,Delivery,HSR,Premium (₹601-1000),3
Tawa,Yes,No,3.4,25,Koramangala 1st Block,Quick Bites,North Indian,200.0,Delivery,HSR,Budget (₹0-300),1
Moti Mahal Delux,Yes,Yes,4.0,558,HSR,Casual Dining,"North Indian, Mughlai",1000.0,Delivery,HSR,Premium (₹601-1000),3
Noon's,Yes,No,4.2,162,HSR,Quick Bites,Biryani,300.0,Delivery,HSR,Budget (₹0-300),1
Dreams Cafe - All Day English Food St.,Yes,No,3.8,231,Koramangala 1st Block,Cafe,"Cafe, Continental, Burger",600.0,Delivery,HSR,Mid Range (₹301-600),2
Kuttanadu,Yes,No,2.8,261,HSR,Casual Dining,"Kerala, Chinese, Seafood, North Indian",700.0,Delivery,HSR,Premium (₹601-1000),3
Cinnamon,Yes,No,3.9,450,HSR,Casual Dining,"North Indian, Chinese, Biryani",550.0,Delivery,HSR,Mid Range (₹301-600),2
Carlos Cake Cafe,Yes,No,3.8,82,Sarjapur Road,Bakery,"Bakery, Desserts",300.0,Delivery,HSR,Budget (₹0-300),1
Chef Baker's,Yes,No,3.6,37,Koramangala 1st Block,"Bakery, Quick Bites",Bakery,450.0,Delivery,HSR,Mid Range (₹301-600),2
Mynutrikitchen,Yes,No,3.6,59,HSR,Delivery,"North Indian, Healthy Food",300.0,Delivery,HSR,Budget (₹0-300),1
HSR SLV Fast Food,Yes,No,3.7,34,HSR,Quick Bites,"South Indian, Fast Food",200.0,Delivery,HSR,Budget (₹0-300),1
Atithi,Yes,Yes,3.9,224,HSR,Casual Dining,"North Indian, Chinese, Street Food",800.0,Delivery,HSR,Premium (₹601-1000),3
Baskin Robbins,Yes,No,3.7,42,HSR,Dessert Parlor,"Ice Cream, Desserts",250.0,Delivery,HSR,Budget (₹0-300),1
Cake Cafe,Yes,No,4.0,157,HSR,Bakery,"Bakery, Desserts",300.0,Delivery,HSR,Budget (₹0-300),1
Atithi Family Bar & Restaurant,Yes,No,3.6,31,Bellandur,"Casual Dining, Bar","North Indian, South Indian, Andhra",500.0,Delivery,HSR,Mid Range (₹301-600),2
Samaikya,Yes,Yes,3.9,533,HSR,Casual Dining,"Andhra, Seafood, Biryani",900.0,Delivery,HSR,Premium (₹601-1000),3
Bindu Garden Bar & Restaurant,Yes,No,3.1,36,HSR,Casual Dining,"North Indian, Chinese",550.0,Delivery,HSR,Mid Range (₹301-600),2
Just Bake,Yes,No,3.6,18,HSR,Bakery,"Bakery, Desserts",400.0,Delivery,HSR,Mid Range (₹301-600),2
Rajtilak Sweets,Yes,No,2.8,20,Sarjapur Road,"Quick Bites, Sweet Shop","Street Food, Fast Food, Mithai",250.0,Delivery,HSR,Budget (₹0-300),1
The Litti Company,Yes,No,3.7,15,Koramangala 4th Block,"Takeaway, Delivery",Bihari,400.0,Delivery,HSR,Mid Range (₹301-600),2
The Wok Shop,Yes,No,4.1,270,Koramangala 1st Block,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500.0,Delivery,HSR,Mid Range (₹301-600),2
Once Upon A Flame,Yes,No,4.5,2068,HSR,Casual Dining,"Steak, Continental, Burger, BBQ",1200.0,Delivery,HSR,Luxury (₹1000+),4
Lungees Foods,Yes,No,3.7,160,Sarjapur Road,Casual Dining,Kerala,500.0,Delivery,HSR,Mid Range (₹301-600),2
Pizza Hut,Yes,No,3.1,452,HSR,Quick Bites,"Pizza, Fast Food",750.0,Delivery,HSR,Premium (₹601-1000),3
GKT Biryani World,Yes,No,3.7,83,HSR,Quick Bites,"Biryani, Italian, BBQ",350.0,Delivery,HSR,Mid Range (₹301-600),2
Tipsy Bull - The Bar Exchange,Yes,Yes,4.4,2206,Bellandur,"Bar, Casual Dining","North Indian, Chinese, Continental, Mexican",1400.0,Delivery,HSR,Luxury (₹1000+),4
Banjara Melting Pot,Yes,Yes,4.2,767,Koramangala 4th Block,Casual Dining,"North Indian, Chinese, Seafood",1700.0,Delivery,HSR,Luxury (₹1000+),4
Sri Vishnu Grand,Yes,No,3.8,135,Sarjapur Road,Casual Dining,"South Indian, North Indian, Chinese",400.0,Delivery,HSR,Mid Range (₹301-600),2
Dakshin Sagar,Yes,No,3.1,325,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400.0,Delivery,HSR,Mid Range (₹301-600),2
The Rasaganga,Yes,No,3.9,163,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery,HSR,Budget (₹0-300),1
