cuisines,rate,votes,location,online_order,book_table
Cafe,3.6,62,Banashankari,Yes,No
European,3.6,62,Banashankari,Yes,No
Desserts,3.9,33,Jayanagar,Yes,No
Desserts,3.8,32,Jayanagar,Yes,No
Mithai,3.8,32,Jayanagar,Yes,No
North Indian,4.1,139,Jayanagar,Yes,No
Chinese,4.1,139,Jayanagar,Yes,No
South Indian,4.1,139,Jayanagar,Yes,No
Fast Food,3.2,154,Vijay Nagar,Yes,No
Bakery,3.6,14,Banashankari,Yes,No
Desserts,3.6,14,Banashankari,Yes,No
South Indian,3.7,237,Banashankari,Yes,No
Fast Food,3.7,237,Banashankari,Yes,No
Biryani,3.9,388,Banashankari,Yes,No
North Indian,3.9,388,Banashankari,Yes,No
Seafood,3.9,388,Banashankari,Yes,No
Andhra,3.9,388,Banashankari,Yes,No
South Indian,3.9,128,Kumaraswamy Layout,Yes,No
Chinese,3.9,128,Kumaraswamy Layout,Yes,No
Street Food,3.9,128,Kumaraswamy Layout,Yes,No
Juices,3.9,128,Kumaraswamy Layout,Yes,No
North Indian,4.1,1875,Jayanagar,Yes,Yes
Mughlai,4.1,1875,Jayanagar,Yes,Yes
Cafe,3.8,90,Banashankari,Yes,No
Italian,3.1,7,Kumaraswamy Layout,Yes,No
Chinese,3.1,7,Kumaraswamy Layout,Yes,No
Street Food,3.1,7,Kumaraswamy Layout,Yes,No
South Indian,3.7,38,Uttarahalli,Yes,No
North Indian,3.7,38,Uttarahalli,Yes,No
Pizza,4.2,179,Banashankari,Yes,No
Desserts,4.0,43,Basavanagudi,Yes,No
Ice Cream,4.0,43,Basavanagudi,Yes,No
South Indian,4.3,275,Basavanagudi,Yes,No
Chinese,3.7,323,Jayanagar,Yes,No
Thai,3.7,323,Jayanagar,Yes,No
Momos,3.7,323,Jayanagar,Yes,No
South Indian,3.1,28,Uttarahalli,Yes,No
North Indian,3.1,28,Uttarahalli,Yes,No
Chinese,3.1,28,Uttarahalli,Yes,No
South Indian,3.9,18,Basavanagudi,Yes,No
Healthy Food,3.9,18,Basavanagudi,Yes,No
Street Food,3.3,6,Basavanagudi,Yes,No
Fast Food,3.3,6,Basavanagudi,Yes,No
South Indian,4.3,322,Jayanagar,Yes,No
Cafe,2.6,157,Jayanagar,Yes,No
American,2.6,157,Jayanagar,Yes,No
Pizza,2.6,157,Jayanagar,Yes,No
South Indian,3.9,543,Basavanagudi,Yes,No
Fast Food,3.9,543,Basavanagudi,Yes,No
Cafe,3.7,180,Banashankari,Yes,No
Pizza,3.7,180,Banashankari,Yes,No
Fast Food,3.7,180,Banashankari,Yes,No
Beverages,3.7,180,Banashankari,Yes,No
South Indian,4.2,444,Basavanagudi,Yes,No
Street Food,3.9,134,Jayanagar,Yes,No
North Indian,3.9,134,Jayanagar,Yes,No
South Indian,3.9,134,Jayanagar,Yes,No
North Indian,3.8,577,Jayanagar,Yes,No
South Indian,3.8,577,Jayanagar,Yes,No
Biryani,3.8,577,Jayanagar,Yes,No
Beverages,3.8,577,Jayanagar,Yes,No
South Indian,4.2,60,Banashankari,Yes,No
North Indian,4.2,60,Banashankari,Yes,No
Chinese,4.2,60,Banashankari,Yes,No
Street Food,4.2,60,Banashankari,Yes,No
North Indian,3.9,144,Jayanagar,Yes,No
Chinese,3.9,144,Jayanagar,Yes,No
Rolls,3.9,144,Jayanagar,Yes,No
Chinese,4.1,787,Banashankari,Yes,No
North Indian,4.1,787,Banashankari,Yes,No
Thai,4.1,787,Banashankari,Yes,No
South Indian,3.6,16,Basavanagudi,Yes,No
South Indian,3.6,84,Banashankari,Yes,No
North Indian,3.6,84,Banashankari,Yes,No
Chinese,3.6,84,Banashankari,Yes,No
South Indian,3.6,95,Banashankari,Yes,No
Street Food,3.6,95,Banashankari,Yes,No
Seafood,4.0,349,Banashankari,Yes,Yes
Biryani,4.0,349,Banashankari,Yes,Yes
Beverages,4.0,349,Banashankari,Yes,Yes
South Indian,4.0,349,Banashankari,Yes,Yes
North Indian,4.0,349,Banashankari,Yes,Yes
Kebab,4.0,349,Banashankari,Yes,Yes
North Indian,3.7,248,Kumaraswamy Layout,Yes,No
Fast Food,3.7,248,Kumaraswamy Layout,Yes,No
Cafe,4.1,216,Basavanagudi,Yes,No
Continental,4.1,216,Basavanagudi,Yes,No
Beverages,4.1,216,Basavanagudi,Yes,No
Desserts,4.1,216,Basavanagudi,Yes,No
Cafe,4.0,324,Banashankari,Yes,No
Italian,4.0,324,Banashankari,Yes,No
Continental,4.0,324,Banashankari,Yes,No
North Indian,2.6,231,Kumaraswamy Layout,Yes,No
Chinese,2.6,231,Kumaraswamy Layout,Yes,No
Rolls,2.6,231,Kumaraswamy Layout,Yes,No
Biryani,2.6,231,Kumaraswamy Layout,Yes,No
Kebab,2.6,231,Kumaraswamy Layout,Yes,No
South Indian,3.4,102,Uttarahalli,Yes,No
North Indian,3.4,102,Uttarahalli,Yes,No
Chinese,3.4,102,Uttarahalli,Yes,No
Beverages,3.4,102,Uttarahalli,Yes,No
Cafe,3.9,133,Banashankari,Yes,No
Fast Food,3.9,133,Banashankari,Yes,No
Continental,3.9,133,Banashankari,Yes,No
Chinese,3.9,133,Banashankari,Yes,No
Momos,3.9,133,Banashankari,Yes,No
Pizza,2.8,45,Banashankari,Yes,No
Italian,2.8,45,Banashankari,Yes,No
Salad,2.8,45,Banashankari,Yes,No
Fast Food,3.9,149,Kumaraswamy Layout,Yes,No
Chinese,3.9,149,Kumaraswamy Layout,Yes,No
Rolls,3.9,149,Kumaraswamy Layout,Yes,No
Fast Food,3.8,75,Banashankari,Yes,No
Chinese,3.8,75,Banashankari,Yes,No
Mexican,4.0,53,Rajarajeshwari Nagar,Yes,No
Italian,4.0,53,Rajarajeshwari Nagar,Yes,No
North Indian,4.2,815,Jayanagar,Yes,Yes
Chinese,4.2,815,Jayanagar,Yes,Yes
North Indian,4.0,633,Banashankari,Yes,Yes
Chinese,4.0,633,Banashankari,Yes,Yes
Ice Cream,3.5,56,Jayanagar,Yes,No
Desserts,3.5,56,Jayanagar,Yes,No
Beverages,3.5,56,Jayanagar,Yes,No
South Indian,3.0,82,Banashankari,Yes,No
North Indian,3.0,82,Banashankari,Yes,No
Chinese,3.0,82,Banashankari,Yes,No
Street Food,3.0,82,Banashankari,Yes,No
Fast Food,3.7,35,Jayanagar,Yes,No
Juices,3.6,20,Basavanagudi,Yes,No
Fast Food,3.6,20,Basavanagudi,Yes,No
South Indian,3.1,14,Kumaraswamy Layout,Yes,No
Chinese,3.1,14,Kumaraswamy Layout,Yes,No
Street Food,3.1,14,Kumaraswamy Layout,Yes,No
Fast Food,3.9,70,Banashankari,Yes,No
Desserts,3.9,70,Banashankari,Yes,No
Ice Cream,3.9,70,Banashankari,Yes,No
Cafe,3.9,91,Jayanagar,Yes,No
Fast Food,3.9,91,Jayanagar,Yes,No
Chinese,3.9,91,Jayanagar,Yes,No
Biryani,3.6,45,Jayanagar,Yes,No
North Indian,3.4,7,Banashankari,Yes,No
Chinese,3.4,7,Banashankari,Yes,No
Fast Food,3.8,28,Banashankari,Yes,No
North Indian,3.6,24,Banashankari,Yes,No
Chinese,3.6,24,Banashankari,Yes,No
Desserts,3.8,36,Basavanagudi,Yes,No
Momos,3.8,36,Basavanagudi,Yes,No
Fast Food,3.5,11,Jayanagar,Yes,No
Cafe,3.8,77,Kumaraswamy Layout,Yes,No
Continental,3.8,77,Kumaraswamy Layout,Yes,No
Fast Food,3.8,77,Kumaraswamy Layout,Yes,No
Mithai,3.2,8,Banashankari,Yes,No
Street Food,3.2,8,Banashankari,Yes,No
South Indian,3.7,14,Jayanagar,Yes,No
North Indian,3.8,210,Kumaraswamy Layout,Yes,No
Chinese,3.8,210,Kumaraswamy Layout,Yes,No
Fast Food,3.8,210,Kumaraswamy Layout,Yes,No
Cafe,4.1,130,Jayanagar,Yes,No
Italian,4.1,130,Jayanagar,Yes,No
Pizza,4.1,130,Jayanagar,Yes,No
Beverages,4.1,30,Jayanagar,Yes,No
Tea,4.1,30,Jayanagar,Yes,No
Chinese,3.8,144,Banashankari,Yes,No
Cafe,3.8,144,Banashankari,Yes,No
Italian,3.8,144,Banashankari,Yes,No
North Indian,3.4,11,Basavanagudi,Yes,No
Seafood,3.4,11,Basavanagudi,Yes,No
Chinese,3.4,11,Basavanagudi,Yes,No
Chinese,3.7,133,Jayanagar,Yes,No
Thai,3.7,133,Jayanagar,Yes,No
Continental,3.7,133,Jayanagar,Yes,No
North Indian,3.7,133,Jayanagar,Yes,No
South Indian,4.0,136,Jayanagar,Yes,No
Fast Food,4.0,136,Jayanagar,Yes,No
South Indian,3.1,4,Basavanagudi,Yes,No
North Indian,3.1,4,Basavanagudi,Yes,No
Chinese,3.1,4,Basavanagudi,Yes,No
Mithai,3.5,11,Basavanagudi,Yes,No
South Indian,3.5,11,Basavanagudi,Yes,No
Street Food,3.5,11,Basavanagudi,Yes,No
Fast Food,3.5,11,Basavanagudi,Yes,No
South Indian,3.8,74,Basavanagudi,Yes,No
North Indian,3.8,74,Basavanagudi,Yes,No
Chinese,3.8,74,Basavanagudi,Yes,No
South Indian,3.7,30,Basavanagudi,Yes,No
North Indian,3.7,30,Basavanagudi,Yes,No
Desserts,3.7,30,Basavanagudi,Yes,No
South Indian,3.0,7,Basavanagudi,Yes,No
Burger,3.0,7,Basavanagudi,Yes,No
Cafe,3.8,75,Banashankari,Yes,No
South Indian,3.8,75,Banashankari,Yes,No
Cafe,3.7,54,Basavanagudi,Yes,No
Beverages,3.7,54,Basavanagudi,Yes,No
Beverages,3.6,23,Basavanagudi,Yes,No
Desserts,3.6,23,Basavanagudi,Yes,No
North Indian,3.2,119,Banashankari,Yes,No
Chinese,3.2,119,Banashankari,Yes,No
Biryani,3.7,73,Banashankari,Yes,No
Fast Food,3.7,73,Banashankari,Yes,No
Cafe,3.4,58,Basavanagudi,Yes,No
Fast Food,3.4,58,Basavanagudi,Yes,No
Mangalorean,3.6,129,Banashankari,Yes,No
Seafood,3.6,129,Banashankari,Yes,No
North Indian,3.6,129,Banashankari,Yes,No
Biryani,3.6,24,Banashankari,Yes,No
Chinese,3.6,24,Banashankari,Yes,No
North Indian,3.6,24,Banashankari,Yes,No
Chinese,3.0,175,Kumaraswamy Layout,Yes,No
North Indian,3.0,175,Kumaraswamy Layout,Yes,No
South Indian,3.7,21,Mysore Road,Yes,No
Pizza,3.5,41,South Bangalore,Yes,No
Fast Food,3.5,41,South Bangalore,Yes,No
BBQ,3.5,41,South Bangalore,Yes,No
Seafood,3.6,35,Jayanagar,Yes,No
Mangalorean,3.6,35,Jayanagar,Yes,No
Andhra,4.1,176,Basavanagudi,Yes,No
North Indian,4.1,176,Basavanagudi,Yes,No
Chinese,4.1,176,Basavanagudi,Yes,No
Beverages,3.5,45,Banashankari,Yes,No
Ice Cream,3.5,45,Banashankari,Yes,No
Fast Food,3.5,45,Banashankari,Yes,No
Fast Food,3.7,47,Jayanagar,Yes,No
Desserts,3.7,47,Jayanagar,Yes,No
Beverages,3.7,47,Jayanagar,Yes,No
Chinese,3.7,36,Jayanagar,Yes,Yes
North Indian,3.7,36,Jayanagar,Yes,Yes
Pizza,3.7,36,Jayanagar,Yes,Yes
Italian,3.7,36,Jayanagar,Yes,Yes
Beverages,3.8,52,Kumaraswamy Layout,Yes,No
Fast Food,3.8,52,Kumaraswamy Layout,Yes,No
Fast Food,2.7,123,Banashankari,Yes,No
North Indian,3.6,59,Kumaraswamy Layout,Yes,No
South Indian,3.2,4,Kumaraswamy Layout,Yes,No
Biryani,3.2,4,Kumaraswamy Layout,Yes,No
Biryani,3.8,101,Banashankari,Yes,No
Fast Food,3.8,101,Banashankari,Yes,No
Desserts,3.7,54,Banashankari,Yes,No
Beverages,3.7,54,Banashankari,Yes,No
Ice Cream,3.7,54,Banashankari,Yes,No
Fast Food,3.6,22,Basavanagudi,Yes,No
Rolls,3.1,31,Banashankari,Yes,No
Lebanese,3.1,31,Banashankari,Yes,No
Cafe,3.0,29,Kumaraswamy Layout,Yes,No
Fast Food,3.0,29,Kumaraswamy Layout,Yes,No
Chinese,3.0,29,Kumaraswamy Layout,Yes,No
Beverages,3.4,6,Jayanagar,Yes,No
South Indian,3.0,22,Basavanagudi,Yes,No
North Indian,3.0,22,Basavanagudi,Yes,No
Chinese,3.0,22,Basavanagudi,Yes,No
North Indian,2.9,11,Banashankari,Yes,No
South Indian,3.9,101,Basavanagudi,Yes,No
Continental,4.1,442,Jayanagar,Yes,Yes
Finger Food,4.1,442,Jayanagar,Yes,Yes
Seafood,4.1,442,Jayanagar,Yes,Yes
Pizza,4.1,442,Jayanagar,Yes,Yes
Biryani,3.5,155,Basavanagudi,Yes,No
Fast Food,3.5,155,Basavanagudi,Yes,No
Beverages,3.4,12,Banashankari,Yes,No
Fast Food,3.4,12,Banashankari,Yes,No
Juices,3.4,12,Banashankari,Yes,No
South Indian,3.6,15,Basavanagudi,Yes,No
South Indian,3.5,10,Basavanagudi,Yes,No
South Indian,3.8,25,Banashankari,Yes,No
North Indian,3.8,61,Banashankari,Yes,No
Chinese,3.8,61,Banashankari,Yes,No
Chinese,3.7,23,Uttarahalli,Yes,No
Street Food,3.7,23,Uttarahalli,Yes,No
Ice Cream,3.7,23,Uttarahalli,Yes,No
Sandwich,3.8,25,Basavanagudi,Yes,No
Fast Food,3.8,25,Basavanagudi,Yes,No
Rolls,3.8,25,Basavanagudi,Yes,No
South Indian,3.7,40,Kumaraswamy Layout,Yes,No
North Indian,3.7,40,Kumaraswamy Layout,Yes,No
Chinese,3.7,40,Kumaraswamy Layout,Yes,No
Fast Food,3.7,40,Kumaraswamy Layout,Yes,No
Rolls,3.3,4,Basavanagudi,Yes,No
Fast Food,3.4,8,Basavanagudi,Yes,No
Street Food,3.4,8,Basavanagudi,Yes,No
North Indian,3.5,32,Kumaraswamy Layout,Yes,No
Chinese,3.5,32,Kumaraswamy Layout,Yes,No
South Indian,3.3,10,Basavanagudi,Yes,No
Fast Food,3.4,6,Basavanagudi,Yes,No
Rolls,3.4,6,Basavanagudi,Yes,No
Ice Cream,3.8,53,Jayanagar,Yes,No
Beverages,3.8,53,Jayanagar,Yes,No
Fast Food,3.8,53,Jayanagar,Yes,No
North Indian,3.7,67,Kumaraswamy Layout,Yes,No
Mithai,2.9,23,Jayanagar,Yes,No
South Indian,3.4,19,Banashankari,Yes,No
North Indian,3.4,19,Banashankari,Yes,No
Desserts,3.6,24,Banashankari,Yes,No
Fast Food,3.6,24,Banashankari,Yes,No
Continental,3.6,24,Banashankari,Yes,No
South Indian,4.0,232,Jayanagar,Yes,No
Chinese,4.0,232,Jayanagar,Yes,No
Chinese,3.9,221,Jayanagar,Yes,No
Italian,4.1,1063,Jayanagar,Yes,Yes
Fast Food,4.1,1063,Jayanagar,Yes,Yes
Salad,4.1,1063,Jayanagar,Yes,Yes
BBQ,4.1,1063,Jayanagar,Yes,Yes
Street Food,3.7,93,Basavanagudi,Yes,No
Italian,3.9,233,Jayanagar,Yes,No
Pizza,3.9,233,Jayanagar,Yes,No
North Indian,3.9,233,Jayanagar,Yes,No
Salad,3.9,233,Jayanagar,Yes,No
Fast Food,3.9,211,Jayanagar,Yes,No
Continental,3.9,211,Jayanagar,Yes,No
Beverages,3.9,211,Jayanagar,Yes,No
Salad,3.9,211,Jayanagar,Yes,No
Healthy Food,3.9,211,Jayanagar,Yes,No
North Indian,4.0,1778,Jayanagar,Yes,No
South Indian,4.0,1778,Jayanagar,Yes,No
Fast Food,4.0,1778,Jayanagar,Yes,No
Juices,4.0,1778,Jayanagar,Yes,No
North Indian,3.6,218,Vijay Nagar,Yes,No
Chinese,3.6,218,Vijay Nagar,Yes,No
South Indian,3.6,218,Vijay Nagar,Yes,No
Cafe,3.7,514,Basavanagudi,Yes,No
Italian,3.7,514,Basavanagudi,Yes,No
Beverages,3.7,514,Basavanagudi,Yes,No
North Indian,4.0,866,Jayanagar,Yes,Yes
Continental,4.0,866,Jayanagar,Yes,Yes
North Indian,3.2,96,Kumaraswamy Layout,Yes,No
Tibetan,3.5,80,Banashankari,Yes,No
Momos,3.5,80,Banashankari,Yes,No
Bakery,4.0,73,Basavanagudi,Yes,No
Desserts,4.0,73,Basavanagudi,Yes,No
Mithai,3.9,84,Jayanagar,Yes,No
Street Food,3.9,84,Jayanagar,Yes,No
South Indian,3.5,88,Banashankari,Yes,No
North Indian,3.5,88,Banashankari,Yes,No
Chinese,3.5,88,Banashankari,Yes,No
Biryani,3.5,88,Banashankari,Yes,No
North Indian,3.5,179,Banashankari,Yes,No
Chinese,3.5,179,Banashankari,Yes,No
Beverages,3.5,179,Banashankari,Yes,No
Juices,3.8,61,Basavanagudi,Yes,No
North Indian,3.7,128,Uttarahalli,Yes,No
Chinese,3.7,128,Uttarahalli,Yes,No
Biryani,3.7,128,Uttarahalli,Yes,No
South Indian,3.7,128,Uttarahalli,Yes,No
South Indian,3.8,339,Jayanagar,Yes,No
North Indian,3.8,339,Jayanagar,Yes,No
Chinese,3.8,339,Jayanagar,Yes,No
Street Food,4.1,449,Basavanagudi,Yes,No
Beverages,4.1,210,Jayanagar,Yes,No
Juices,3.7,57,Basavanagudi,Yes,No
South Indian,3.7,57,Basavanagudi,Yes,No
Chinese,3.7,57,Basavanagudi,Yes,No
Fast Food,3.7,57,Basavanagudi,Yes,No
North Indian,3.0,213,Banashankari,Yes,No
South Indian,3.0,213,Banashankari,Yes,No
Chinese,3.0,213,Banashankari,Yes,No
Biryani,3.0,213,Banashankari,Yes,No
Seafood,3.0,213,Banashankari,Yes,No
Tea,3.2,208,Jayanagar,Yes,No
Beverages,3.2,208,Jayanagar,Yes,No
Fast Food,3.2,208,Jayanagar,Yes,No
South Indian,3.8,70,Banashankari,Yes,No
Cafe,4.0,219,Basavanagudi,Yes,No
Italian,4.0,219,Basavanagudi,Yes,No
North Indian,3.7,59,Banashankari,Yes,No
Street Food,3.7,59,Banashankari,Yes,No
Fast Food,3.1,10,Banashankari,Yes,No
Burger,3.1,10,Banashankari,Yes,No
Fast Food,3.0,9,Kumaraswamy Layout,Yes,No
Momos,3.0,9,Kumaraswamy Layout,Yes,No
Biryani,3.7,124,Kumaraswamy Layout,Yes,No
North Indian,3.7,124,Kumaraswamy Layout,Yes,No
Chinese,3.7,124,Kumaraswamy Layout,Yes,No
Seafood,3.7,124,Kumaraswamy Layout,Yes,No
South Indian,3.7,19,Kumaraswamy Layout,Yes,No
Healthy Food,3.3,4,Basavanagudi,Yes,No
South Indian,3.3,4,Basavanagudi,Yes,No
Desserts,3.3,4,Kumaraswamy Layout,Yes,No
Ice Cream,3.3,4,Kumaraswamy Layout,Yes,No
Ice Cream,3.8,21,Basavanagudi,Yes,No
Desserts,3.8,21,Basavanagudi,Yes,No
South Indian,3.4,8,Banashankari,Yes,No
Bakery,3.4,8,Banashankari,Yes,No
Chinese,3.4,8,Banashankari,Yes,No
North Indian,3.5,10,Kumaraswamy Layout,Yes,No
Chinese,3.5,10,Kumaraswamy Layout,Yes,No
South Indian,3.5,10,Kumaraswamy Layout,Yes,No
North Indian,3.5,10,Kumaraswamy Layout,Yes,No
Momos,3.2,4,Kumaraswamy Layout,Yes,No
Tibetan,3.2,4,Kumaraswamy Layout,Yes,No
Chinese,3.2,4,Kumaraswamy Layout,Yes,No
North Indian,3.1,4,Banashankari,Yes,No
Healthy Food,3.6,16,JP Nagar,Yes,No
North Indian,3.6,16,JP Nagar,Yes,No
Thai,3.6,16,JP Nagar,Yes,No
Fast Food,3.4,12,Jayanagar,Yes,No
Sandwich,3.4,12,Jayanagar,Yes,No
North Indian,3.9,14,Jayanagar,Yes,No
South Indian,3.9,14,Jayanagar,Yes,No
North Indian,3.7,0,Jayanagar,Yes,No
Chinese,3.7,0,Jayanagar,Yes,No
Rolls,3.7,0,Jayanagar,Yes,No
Bakery,3.7,0,Jayanagar,Yes,No
Arabian,3.7,0,Jayanagar,Yes,No
Desserts,3.7,0,Jayanagar,Yes,No
South Indian,2.8,5,City Market,Yes,No
Chinese,2.8,5,City Market,Yes,No
Continental,2.8,5,City Market,Yes,No
Biryani,2.8,5,City Market,Yes,No
South Indian,3.3,5,Basavanagudi,Yes,No
North Indian,3.3,5,Basavanagudi,Yes,No
Chinese,3.3,5,Basavanagudi,Yes,No
Biryani,3.3,5,Basavanagudi,Yes,No
North Indian,3.5,15,Banashankari,Yes,No
South Indian,3.5,15,Banashankari,Yes,No
Chinese,3.5,15,Banashankari,Yes,No
Biryani,3.5,15,Banashankari,Yes,No
North Indian,3.4,4,Basavanagudi,Yes,No
Fast Food,3.4,4,Basavanagudi,Yes,No
Chinese,3.6,17,Basavanagudi,Yes,No
Fast Food,3.6,17,Basavanagudi,Yes,No
South Indian,3.3,6,Banashankari,Yes,No
North Indian,3.3,6,Banashankari,Yes,No
South Indian,3.4,10,Banashankari,Yes,No
North Indian,4.1,775,Banashankari,Yes,Yes
Mughlai,4.1,775,Banashankari,Yes,Yes
Chinese,4.1,775,Banashankari,Yes,Yes
North Indian,4.2,2022,Jayanagar,Yes,Yes
South Indian,4.2,2022,Jayanagar,Yes,Yes
Cafe,4.2,150,Banashankari,Yes,Yes
Italian,4.2,150,Banashankari,Yes,Yes
Continental,4.2,150,Banashankari,Yes,Yes
North Indian,4.0,232,Basavanagudi,Yes,No
Chinese,4.0,232,Basavanagudi,Yes,No
Chinese,3.9,38,Basavanagudi,Yes,No
North Indian,3.5,431,Jayanagar,Yes,Yes
Pizza,4.2,2115,Banashankari,Yes,Yes
Italian,4.2,2115,Banashankari,Yes,Yes
Continental,4.2,2115,Banashankari,Yes,Yes
Desserts,4.2,2115,Banashankari,Yes,Yes
Fast Food,3.4,30,Uttarahalli,Yes,No
Burger,3.4,30,Uttarahalli,Yes,No
Pizza,3.4,30,Uttarahalli,Yes,No
North Indian,4.2,150,Jayanagar,Yes,No
Chinese,3.3,12,Kumaraswamy Layout,Yes,No
Biryani,3.3,12,Kumaraswamy Layout,Yes,No
South Indian,3.8,155,Jayanagar,Yes,No
North Indian,3.8,155,Jayanagar,Yes,No
Chinese,3.8,155,Jayanagar,Yes,No
Street Food,3.8,155,Jayanagar,Yes,No
Fast Food,3.7,33,Basavanagudi,Yes,No
Andhra,4.1,666,Jayanagar,Yes,Yes
Biryani,4.1,666,Jayanagar,Yes,Yes
North Indian,4.1,666,Jayanagar,Yes,Yes
Chinese,4.1,666,Jayanagar,Yes,Yes
Cafe,3.9,240,Basavanagudi,Yes,No
Cafe,3.8,918,Banashankari,Yes,No
Mexican,3.8,918,Banashankari,Yes,No
Italian,3.8,918,Banashankari,Yes,No
South Indian,4.0,465,Jayanagar,Yes,No
North Indian,4.0,465,Jayanagar,Yes,No
Chinese,4.0,465,Jayanagar,Yes,No
Street Food,4.0,465,Jayanagar,Yes,No
North Indian,4.1,970,Jayanagar,Yes,Yes
Continental,4.1,970,Jayanagar,Yes,Yes
Finger Food,4.1,970,Jayanagar,Yes,Yes
American,4.1,970,Jayanagar,Yes,Yes
Asian,4.1,970,Jayanagar,Yes,Yes
North Indian,3.3,128,Banashankari,Yes,No
Chinese,3.3,128,Banashankari,Yes,No
North Indian,3.6,241,Kumaraswamy Layout,Yes,No
Chinese,3.6,241,Kumaraswamy Layout,Yes,No
South Indian,3.4,22,Banashankari,Yes,No
South Indian,4.3,734,Banashankari,Yes,No
North Indian,4.3,734,Banashankari,Yes,No
Chinese,4.3,734,Banashankari,Yes,No
Street Food,4.3,734,Banashankari,Yes,No
North Indian,3.8,130,Jayanagar,Yes,No
Biryani,3.8,130,Jayanagar,Yes,No
Cafe,4.2,261,Jayanagar,Yes,No
Continental,4.2,261,Jayanagar,Yes,No
Beverages,4.2,261,Jayanagar,Yes,No
South Indian,4.0,191,Kumaraswamy Layout,Yes,No
North Indian,4.0,191,Kumaraswamy Layout,Yes,No
Chinese,4.0,191,Kumaraswamy Layout,Yes,No
Street Food,4.0,191,Kumaraswamy Layout,Yes,No
Beverages,4.0,191,Kumaraswamy Layout,Yes,No
South Indian,4.1,364,Basavanagudi,Yes,No
Chinese,4.1,364,Basavanagudi,Yes,No
North Indian,4.1,364,Basavanagudi,Yes,No
Street Food,4.1,364,Basavanagudi,Yes,No
Rolls,4.1,364,Basavanagudi,Yes,No
Juices,4.1,364,Basavanagudi,Yes,No
Mangalorean,3.8,133,Banashankari,Yes,No
South Indian,3.8,133,Banashankari,Yes,No
North Indian,3.8,133,Banashankari,Yes,No
North Indian,3.9,888,Banashankari,Yes,No
South Indian,3.9,888,Banashankari,Yes,No
Chinese,3.9,888,Banashankari,Yes,No
Fast Food,3.9,888,Banashankari,Yes,No
Juices,3.9,888,Banashankari,Yes,No
Cafe,3.1,13,Banashankari,Yes,No
Chinese,3.1,13,Banashankari,Yes,No
Continental,3.1,13,Banashankari,Yes,No
Italian,3.1,13,Banashankari,Yes,No
North Indian,3.9,750,Basavanagudi,Yes,No
Chinese,3.9,750,Basavanagudi,Yes,No
South Indian,3.9,750,Basavanagudi,Yes,No
Cafe,4.2,164,Banashankari,Yes,Yes
Chinese,4.2,164,Banashankari,Yes,Yes
Continental,4.2,164,Banashankari,Yes,Yes
Italian,4.2,164,Banashankari,Yes,Yes
Tea,3.2,6,Banashankari,Yes,No
Beverages,3.2,6,Banashankari,Yes,No
North Indian,3.8,527,Basavanagudi,Yes,No
Ice Cream,4.3,345,Banashankari,No,No
Desserts,4.3,345,Banashankari,No,No
Mithai,4.4,356,Banashankari,No,No
Desserts,3.7,17,Banashankari,Yes,No
Beverages,3.7,17,Banashankari,Yes,No
Ice Cream,3.9,38,Banashankari,Yes,No
Bakery,3.7,78,Banashankari,No,No
Bakery,3.8,60,Banashankari,No,No
Mithai,4.0,115,Banashankari,Yes,No
Street Food,4.0,115,Banashankari,Yes,No
Bakery,3.8,39,Banashankari,No,No
Desserts,3.8,39,Banashankari,No,No
Ice Cream,3.9,116,Banashankari,Yes,No
Desserts,3.9,116,Banashankari,Yes,No
Beverages,3.9,116,Banashankari,Yes,No
Sandwich,3.9,116,Banashankari,Yes,No
Cafe,3.8,918,Banashankari,Yes,No
Mexican,3.8,918,Banashankari,Yes,No
Italian,3.8,918,Banashankari,Yes,No
Mithai,3.7,46,Banashankari,No,No
Street Food,3.7,46,Banashankari,No,No
Desserts,3.9,41,Banashankari,Yes,No
Chinese,3.8,144,Banashankari,Yes,No
Cafe,3.8,144,Banashankari,Yes,No
Italian,3.8,144,Banashankari,Yes,No
Juices,3.8,28,Banashankari,No,No
Desserts,3.8,28,Banashankari,No,No
Desserts,4.3,860,Banashankari,Yes,No
Ice Cream,4.3,860,Banashankari,Yes,No
Mithai,3.5,14,Banashankari,No,No
Street Food,3.5,14,Banashankari,No,No
Bakery,4.0,66,Banashankari,No,No
Desserts,4.0,66,Banashankari,No,No
Mithai,3.2,8,Banashankari,Yes,No
Street Food,3.2,8,Banashankari,Yes,No
Desserts,3.7,54,Banashankari,Yes,No
Beverages,3.7,54,Banashankari,Yes,No
Ice Cream,3.7,54,Banashankari,Yes,No
Desserts,3.5,7,Banashankari,No,No
Ice Cream,3.2,9,Banashankari,No,No
Beverages,3.6,42,Banashankari,No,No
Juices,3.6,42,Banashankari,No,No
Desserts,3.6,42,Banashankari,No,No
Italian,3.6,42,Banashankari,No,No
Fast Food,3.8,64,Banashankari,No,No
Bakery,3.8,64,Banashankari,No,No
Bakery,3.6,14,Banashankari,Yes,No
Desserts,3.6,14,Banashankari,Yes,No
Bakery,3.8,45,Banashankari,No,No
Cafe,3.2,11,Banashankari,No,No
Bakery,3.2,11,Banashankari,No,No
Bakery,3.5,13,Banashankari,No,No
Desserts,3.5,13,Banashankari,No,No
Ice Cream,3.4,7,Banashankari,No,No
Desserts,3.4,7,Banashankari,No,No
Bakery,3.4,8,Banashankari,No,No
